Time,Date,Attack Name,Attacking Country,Target Country,Attack Type
12:40:23 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:11:10 PM,5 Oct 2019,,Czechia,,SPAM
1:18:33 PM,5 Oct 2019,,Iraq,,SPAM
12:34:07 PM,5 Oct 2019,Gen:Variant.Razy.558490,Brazil,,INFECTION
12:52:04 PM,5 Oct 2019,,Netherlands,,SPAM
1:33:10 PM,5 Oct 2019,,United States,,SPAM
1:49:59 PM,5 Oct 2019,Trojan.VBS.Downloader.AAG,United States,,INFECTION
1:45:45 PM,5 Oct 2019,Trojan.Oroles.Gen.2,United States,,INFECTION
1:35:44 PM,5 Oct 2019,Adware.DealPly.1.Gen,Mexico,,INFECTION
12:45:17 PM,5 Oct 2019,,United Kingdom,,SPAM
1:04:00 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Chile,,INFECTION
1:44:24 PM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
1:46:18 PM,5 Oct 2019,,Iran,,SPAM
1:18:35 PM,5 Oct 2019,,United States,United States,ATTACK
1:15:00 PM,5 Oct 2019,,Canada,Spain,ATTACK
1:10:59 PM,5 Oct 2019,,Australia,,SPAM
1:26:40 PM,5 Oct 2019,,Republic of Korea,United Kingdom,ATTACK
1:21:49 PM,5 Oct 2019,,United States,,SPAM
1:06:30 PM,5 Oct 2019,,Hong Kong,France,ATTACK
1:04:22 PM,5 Oct 2019,Trojan.Downloader.JOB.Gen.3,United States,,INFECTION
1:06:11 PM,5 Oct 2019,,Germany,,SPAM
12:50:59 PM,5 Oct 2019,Application.HackTool.Mimikatz.AI,Brazil,,INFECTION
1:29:42 PM,5 Oct 2019,,Germany,,SPAM
1:10:37 PM,5 Oct 2019,,Germany,,SPAM
1:35:39 PM,5 Oct 2019,,India,,SPAM
12:34:32 PM,5 Oct 2019,,United States,Canada,ATTACK
12:42:46 PM,5 Oct 2019,JS:Trojan.JS.Agent.SJP,South Africa,,INFECTION
1:20:47 PM,5 Oct 2019,,United States,,SPAM
1:49:48 PM,5 Oct 2019,Gen:Trojan.Heur.AutoIT.2,South Africa,,INFECTION
12:42:12 PM,5 Oct 2019,,Germany,,SPAM
12:43:20 PM,5 Oct 2019,,India,,SPAM
12:43:51 PM,5 Oct 2019,,United States,,SPAM
1:19:32 PM,5 Oct 2019,,United States,,SPAM
1:55:28 PM,5 Oct 2019,,Belgium,,SPAM
1:32:50 PM,5 Oct 2019,Win32.Worm.DownadupJob.A,United States,,INFECTION
12:45:25 PM,5 Oct 2019,,Ireland,Russia,ATTACK
12:53:49 PM,5 Oct 2019,Application.Hacktool.KMSAuto.B,Brazil,,INFECTION
1:07:03 PM,5 Oct 2019,Worm.Generic.334935,Romania,,INFECTION
12:44:33 PM,5 Oct 2019,,United States,,SPAM
12:43:45 PM,5 Oct 2019,,Netherlands,,SPAM
1:44:41 PM,5 Oct 2019,,United States,,SPAM
12:31:48 PM,5 Oct 2019,,United States,France,ATTACK
1:04:35 PM,5 Oct 2019,Exploit.CVE-2017-3077.Gen,United States,,INFECTION
12:42:08 PM,5 Oct 2019,,United States,,SPAM
12:35:10 PM,5 Oct 2019,,Ireland,United States,ATTACK
1:22:04 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:30:24 PM,5 Oct 2019,,United States,,SPAM
12:44:42 PM,5 Oct 2019,,India,,SPAM
1:30:23 PM,5 Oct 2019,Trojan.GenericKD.40342467,Costa Rica,,INFECTION
12:43:24 PM,5 Oct 2019,Application.KeyGen.GA,Mexico,,INFECTION
1:15:43 PM,5 Oct 2019,,Italy,,SPAM
1:18:59 PM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
1:17:38 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:29:21 PM,5 Oct 2019,,Greenland,,SPAM
12:41:50 PM,5 Oct 2019,,Netherlands,Canada,ATTACK
1:34:17 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
12:38:23 PM,5 Oct 2019,,France,,SPAM
12:42:12 PM,5 Oct 2019,JS:Trojan.Cryxos.1726,United States,,INFECTION
1:29:09 PM,5 Oct 2019,,Germany,,SPAM
12:41:34 PM,5 Oct 2019,,India,,SPAM
1:32:55 PM,5 Oct 2019,,United States,,SPAM
12:34:33 PM,5 Oct 2019,,United States,,SPAM
1:26:40 PM,5 Oct 2019,,Bulgaria,,SPAM
1:03:57 PM,5 Oct 2019,,France,,SPAM
1:29:08 PM,5 Oct 2019,,Republic of Korea,Portugal,ATTACK
1:17:37 PM,5 Oct 2019,Gen:Variant.Adware.BrowseFox.83,Trinidad and Tobago,,INFECTION
12:41:28 PM,5 Oct 2019,,Belgium,,SPAM
1:10:15 PM,5 Oct 2019,Gen:Variant.Razy.564172,United States,,INFECTION
1:58:20 PM,5 Oct 2019,,United States,,SPAM
1:25:29 PM,5 Oct 2019,Gen:Variant.Razy.564172,United States,,INFECTION
1:24:55 PM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
12:37:16 PM,5 Oct 2019,,United States,Spain,ATTACK
1:10:41 PM,5 Oct 2019,,United States,,SPAM
1:46:30 PM,5 Oct 2019,,United States,,SPAM
12:51:01 PM,5 Oct 2019,,India,,SPAM
1:24:32 PM,5 Oct 2019,,France,,SPAM
1:31:56 PM,5 Oct 2019,,Thailand,United States,ATTACK
1:03:47 PM,5 Oct 2019,,France,Germany,ATTACK
1:25:49 PM,5 Oct 2019,Application.GenericKD.4627218,Canada,,INFECTION
12:37:48 PM,5 Oct 2019,,United Kingdom,,SPAM
12:39:01 PM,5 Oct 2019,,United States,United States,ATTACK
1:46:45 PM,5 Oct 2019,,Hungary,,SPAM
1:07:54 PM,5 Oct 2019,Trojan.LNK.Agent.CX,Brazil,,INFECTION
1:38:48 PM,5 Oct 2019,,United States,United States,ATTACK
1:23:20 PM,5 Oct 2019,,United States,,SPAM
1:15:14 PM,5 Oct 2019,Trojan.GenericKD.12060923,United States,,INFECTION
1:26:51 PM,5 Oct 2019,,United States,,SPAM
1:04:22 PM,5 Oct 2019,Trojan.Generic.15972008,Argentina,,INFECTION
1:57:45 PM,5 Oct 2019,,United States,,SPAM
1:06:06 PM,5 Oct 2019,,Russia,,SPAM
1:34:08 PM,5 Oct 2019,,United States,,SPAM
12:36:29 PM,5 Oct 2019,Trojan.Dropper.UDL,Brazil,,INFECTION
1:31:00 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
12:34:17 PM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
12:37:18 PM,5 Oct 2019,,United States,,SPAM
1:33:09 PM,5 Oct 2019,VBS.ObfDldr.18.Gen,Colombia,,INFECTION
1:30:00 PM,5 Oct 2019,Backdoor.Generic.792814,Brazil,,INFECTION
1:04:45 PM,5 Oct 2019,,United States,,SPAM
1:11:41 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Chile,,INFECTION
12:35:55 PM,5 Oct 2019,,Austria,,SPAM
1:21:32 PM,5 Oct 2019,,Argentina,,SPAM
1:54:57 PM,5 Oct 2019,Trojan.GenericKD.30640119,United States,,INFECTION
12:35:14 PM,5 Oct 2019,,Austria,,SPAM
1:22:46 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:20:00 PM,5 Oct 2019,,Republic of Korea,,SPAM
12:40:12 PM,5 Oct 2019,Trojan.Emotet.AAD,Canada,,INFECTION
1:04:46 PM,5 Oct 2019,,India,,SPAM
1:21:48 PM,5 Oct 2019,,Germany,,SPAM
12:33:17 PM,5 Oct 2019,,Romania,Portugal,ATTACK
1:28:48 PM,5 Oct 2019,,United Kingdom,,SPAM
12:37:59 PM,5 Oct 2019,,United States,,SPAM
1:50:35 PM,5 Oct 2019,Gen:Variant.Razy.564172,United States,,INFECTION
1:24:01 PM,5 Oct 2019,,United Kingdom,,SPAM
1:08:39 PM,5 Oct 2019,Win32.Worm.Downadup.Gen,United Arab Emirates,,INFECTION
1:00:52 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:36:58 PM,5 Oct 2019,Application.Hacktool.KMSAuto.B,Brazil,,INFECTION
1:25:06 PM,5 Oct 2019,Win32.Worm.Downadup.Gen,Argentina,,INFECTION
1:13:00 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:45:23 PM,5 Oct 2019,Win32.Worm.DownadupJob.A,Mexico,,INFECTION
1:29:23 PM,5 Oct 2019,,France,Canada,ATTACK
1:13:48 PM,5 Oct 2019,,Japan,,SPAM
1:01:59 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
12:42:23 PM,5 Oct 2019,,India,,SPAM
1:27:59 PM,5 Oct 2019,,India,,SPAM
1:39:49 PM,5 Oct 2019,,India,,SPAM
1:32:27 PM,5 Oct 2019,,United States,,SPAM
1:08:53 PM,5 Oct 2019,,India,,SPAM
1:07:13 PM,5 Oct 2019,,France,Germany,ATTACK
1:05:37 PM,5 Oct 2019,,Japan,,SPAM
1:47:15 PM,5 Oct 2019,,United States,,SPAM
1:29:54 PM,5 Oct 2019,,Sweden,,SPAM
1:14:15 PM,5 Oct 2019,,United States,,SPAM
1:30:11 PM,5 Oct 2019,,Singapore,,SPAM
1:34:57 PM,5 Oct 2019,,India,,SPAM
12:38:56 PM,5 Oct 2019,,Republic of Moldova,,SPAM
12:44:18 PM,5 Oct 2019,,Ireland,Russia,ATTACK
1:45:17 PM,5 Oct 2019,,Italy,,SPAM
1:39:29 PM,5 Oct 2019,,Singapore,,SPAM
12:41:49 PM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
1:19:06 PM,5 Oct 2019,,Romania,United States,ATTACK
12:48:35 PM,5 Oct 2019,,Sweden,,SPAM
1:32:47 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:23:28 PM,5 Oct 2019,,United Kingdom,,SPAM
1:57:09 PM,5 Oct 2019,Application.BitCoinMiner.UB,United States,,INFECTION
12:47:52 PM,5 Oct 2019,,Poland,,SPAM
12:34:59 PM,5 Oct 2019,,Republic of Korea,Canada,ATTACK
12:35:35 PM,5 Oct 2019,Gen:Application.Heur.6v1@myKa2ObO,Serbia,,INFECTION
12:42:46 PM,5 Oct 2019,,United States,,SPAM
1:47:00 PM,5 Oct 2019,Trojan.Patched.EE,United States,,INFECTION
1:02:04 PM,5 Oct 2019,VB.EmoooDldr.10.Gen,United States,,INFECTION
1:54:11 PM,5 Oct 2019,,Hungary,,SPAM
12:44:20 PM,5 Oct 2019,,United Kingdom,United Kingdom,ATTACK
1:38:45 PM,5 Oct 2019,,United States,United States,ATTACK
12:35:09 PM,5 Oct 2019,Trojan.GenericKD.40750804,United States,,INFECTION
1:22:24 PM,5 Oct 2019,Trojan.GenericKD.30399647,Namibia,,INFECTION
1:11:50 PM,5 Oct 2019,,Mexico,,SPAM
12:41:19 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:11:42 PM,5 Oct 2019,,Ukraine,,SPAM
12:50:03 PM,5 Oct 2019,,Dominican Republic,Spain,ATTACK
1:01:40 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:02:07 PM,5 Oct 2019,VB:Trojan.Valyria.2070,United Kingdom,,INFECTION
12:43:34 PM,5 Oct 2019,Trojan.Dropper.UDL,South Africa,,INFECTION
1:39:05 PM,5 Oct 2019,Trojan.AutorunINF.Gen,United States,,INFECTION
1:25:46 PM,5 Oct 2019,Gen:Suspicious.Cloud.1.Sz0@aeGhOehi,United States,,INFECTION
1:30:02 PM,5 Oct 2019,Gen:Variant.Razy.564172,United States,,INFECTION
1:12:42 PM,5 Oct 2019,,United States,,SPAM
12:47:24 PM,5 Oct 2019,,United States,,SPAM
1:14:48 PM,5 Oct 2019,,Japan,,SPAM
1:17:26 PM,5 Oct 2019,Application.DealAlpha.2.Gen,United States,,INFECTION
1:24:05 PM,5 Oct 2019,,Japan,,SPAM
1:26:13 PM,5 Oct 2019,,British Virgin Islands,,SPAM
1:08:07 PM,5 Oct 2019,Trojan.GenericKD.41497294,United States,,INFECTION
1:36:18 PM,5 Oct 2019,Generic.KillerBat.194290FE,Canada,,INFECTION
12:45:45 PM,5 Oct 2019,,France,,SPAM
1:15:09 PM,5 Oct 2019,,United States,,SPAM
12:38:08 PM,5 Oct 2019,Gen:Variant.Application.Ulise.40977,United States,,INFECTION
12:47:57 PM,5 Oct 2019,Trojan.AutoIT.AGY,United Arab Emirates,,INFECTION
1:11:15 PM,5 Oct 2019,,British Virgin Islands,,SPAM
12:41:19 PM,5 Oct 2019,,Singapore,,SPAM
1:04:52 PM,5 Oct 2019,Trojan.Agent.BPEW,Slovenia,,INFECTION
1:46:47 PM,5 Oct 2019,Win32.Worm.DownadupJob.A,United States,,INFECTION
12:42:04 PM,5 Oct 2019,Trojan.GenericKD.32465987,United States,,INFECTION
1:46:09 PM,5 Oct 2019,,United States,,SPAM
1:55:39 PM,5 Oct 2019,,Netherlands,,SPAM
1:33:29 PM,5 Oct 2019,,Sweden,,SPAM
12:44:44 PM,5 Oct 2019,Trojan.Agent.BDBS,United States,,INFECTION
12:39:03 PM,5 Oct 2019,Trojan.LNK.Agent.AJR,United States,,INFECTION
12:43:22 PM,5 Oct 2019,,Netherlands,Finland,ATTACK
1:15:00 PM,5 Oct 2019,,United States,United States,ATTACK
12:41:42 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:51:21 PM,5 Oct 2019,,United States,,SPAM
1:00:58 PM,5 Oct 2019,,Netherlands,United States,ATTACK
1:56:52 PM,5 Oct 2019,,Italy,,SPAM
1:21:22 PM,5 Oct 2019,JS:Trojan.Cryxos.1726,Canada,,INFECTION
12:34:34 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:02:21 PM,5 Oct 2019,,United States,,SPAM
12:40:37 PM,5 Oct 2019,,India,,SPAM
1:08:30 PM,5 Oct 2019,,United States,,SPAM
1:16:20 PM,5 Oct 2019,,United States,,SPAM
1:31:45 PM,5 Oct 2019,,United States,,SPAM
1:01:08 PM,5 Oct 2019,,United States,,SPAM
1:08:09 PM,5 Oct 2019,Application.Hacktool.KMSActivator.AV,Canada,,INFECTION
1:58:26 PM,5 Oct 2019,Generic.Application.CoinMiner.1.FA21B194,Brazil,,INFECTION
1:12:14 PM,5 Oct 2019,,Sweden,,SPAM
1:49:54 PM,5 Oct 2019,,Germany,,SPAM
1:45:20 PM,5 Oct 2019,,United States,,SPAM
1:35:09 PM,5 Oct 2019,,Ireland,Finland,ATTACK
12:34:20 PM,5 Oct 2019,,Ireland,,SPAM
1:05:51 PM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
1:25:50 PM,5 Oct 2019,VB.EmoooDldr.10.Gen,United States,,INFECTION
1:03:12 PM,5 Oct 2019,,United States,Canada,ATTACK
1:33:13 PM,5 Oct 2019,,India,,SPAM
1:47:05 PM,5 Oct 2019,Gen:Trojan.Heur2.LPTMGW@bKnqW8nab,United States,,INFECTION
12:42:11 PM,5 Oct 2019,Application.KeyGen.GA,Mexico,,INFECTION
1:31:22 PM,5 Oct 2019,,India,,SPAM
1:56:35 PM,5 Oct 2019,Application.BitCoinMiner.SX,Argentina,,INFECTION
1:28:15 PM,5 Oct 2019,,United States,,SPAM
1:14:11 PM,5 Oct 2019,,United States,,SPAM
12:44:17 PM,5 Oct 2019,,United States,,SPAM
1:47:11 PM,5 Oct 2019,,United States,,SPAM
1:37:10 PM,5 Oct 2019,Trojan.LNK.Agent.AJR,United States,,INFECTION
1:18:58 PM,5 Oct 2019,,United States,,SPAM
1:36:05 PM,5 Oct 2019,,United States,,SPAM
1:29:49 PM,5 Oct 2019,,Romania,Belgium,ATTACK
12:44:07 PM,5 Oct 2019,Trojan.Lnk.RP,Tunisia,,INFECTION
1:17:28 PM,5 Oct 2019,VB:Trojan.Runner.AL,Nigeria,,INFECTION
1:05:19 PM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
1:50:39 PM,5 Oct 2019,,United States,,SPAM
1:35:13 PM,5 Oct 2019,Generic.Application.CoinMiner.1.FA21B194,Brazil,,INFECTION
12:41:46 PM,5 Oct 2019,,India,,SPAM
1:10:19 PM,5 Oct 2019,,India,,SPAM
12:34:14 PM,5 Oct 2019,Gen:Variant.Razy.347393,Mexico,,INFECTION
1:34:15 PM,5 Oct 2019,Application.BitCoinMiner.UB,Greece,,INFECTION
12:34:31 PM,5 Oct 2019,Trojan.Dropper.UYL,South Africa,,INFECTION
1:20:00 PM,5 Oct 2019,,Italy,,SPAM
12:37:13 PM,5 Oct 2019,,Ireland,France,ATTACK
1:08:34 PM,5 Oct 2019,Worm.Generic.237277,Brazil,,INFECTION
1:11:02 PM,5 Oct 2019,Trojan.Dropper.UDL,South Africa,,INFECTION
1:34:43 PM,5 Oct 2019,,Netherlands,,SPAM
12:41:37 PM,5 Oct 2019,,United States,,SPAM
1:32:22 PM,5 Oct 2019,,Netherlands,United States,ATTACK
12:46:40 PM,5 Oct 2019,Backdoor.Generic.792814,Bangladesh,,INFECTION
1:14:10 PM,5 Oct 2019,Trojan.JS.Nemucod.AD,United States,,INFECTION
1:27:47 PM,5 Oct 2019,Win32.Worm.Downadup.Gen,Brazil,,INFECTION
1:05:24 PM,5 Oct 2019,Adware.BrowseFox.BB,United States,,INFECTION
1:53:58 PM,5 Oct 2019,Trojan.GenericKD.32494533,United States,,INFECTION
1:57:59 PM,5 Oct 2019,Adware.PayByAds.A,Bulgaria,,INFECTION
1:39:57 PM,5 Oct 2019,,United States,,SPAM
1:56:53 PM,5 Oct 2019,,United States,,SPAM
1:30:50 PM,5 Oct 2019,Gen:Variant.Application.Dealply.16,United States,,INFECTION
12:47:26 PM,5 Oct 2019,Gen:Variant.Adware.RelevantKnowledge.3,United States,,INFECTION
12:36:35 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:46:33 PM,5 Oct 2019,Trojan.GenericKD.32530898,United States,,INFECTION
1:11:50 PM,5 Oct 2019,Application.RemoteAdmin.RIC,Venezuela,,INFECTION
1:47:28 PM,5 Oct 2019,Exploit.BlackHole.Script.B,United States,,INFECTION
1:36:26 PM,5 Oct 2019,,China,,SPAM
1:26:01 PM,5 Oct 2019,Application.BitCoinMiner.SX,Iran,,INFECTION
1:55:28 PM,5 Oct 2019,,Japan,,SPAM
1:53:43 PM,5 Oct 2019,Adware.Agent.PPN,United States,,INFECTION
12:38:44 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:38:54 PM,5 Oct 2019,Win32.Worm.Nimda.R,Brazil,,INFECTION
1:33:42 PM,5 Oct 2019,,Bulgaria,Germany,ATTACK
1:36:20 PM,5 Oct 2019,Trojan.Generic.20349956,Argentina,,INFECTION
1:05:01 PM,5 Oct 2019,Worm.Generic.914973,Brazil,,INFECTION
1:36:00 PM,5 Oct 2019,Gen:Variant.Strictor.153788,Brazil,,INFECTION
1:16:37 PM,5 Oct 2019,,United States,Italy,ATTACK
1:47:39 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:46:54 PM,5 Oct 2019,,United States,,SPAM
1:19:20 PM,5 Oct 2019,,Canada,,SPAM
12:48:20 PM,5 Oct 2019,Trojan.Lnk.Runner.A,Peru,,INFECTION
1:30:48 PM,5 Oct 2019,,Netherlands,United States,ATTACK
12:40:15 PM,5 Oct 2019,,United States,,SPAM
1:47:21 PM,5 Oct 2019,,Republic of Korea,,SPAM
1:08:17 PM,5 Oct 2019,Application.Spigot.BrowExt.AV,Brazil,,INFECTION
12:51:50 PM,5 Oct 2019,Trojan.LNK.Gen,Peru,,INFECTION
1:09:55 PM,5 Oct 2019,JS:Trojan.JS.Agent.SKE,United States,,INFECTION
1:02:48 PM,5 Oct 2019,Win32.Worm.Downadup.Gen,Brazil,,INFECTION
1:10:25 PM,5 Oct 2019,,United States,,SPAM
12:33:30 PM,5 Oct 2019,,United States,United States,ATTACK
12:32:38 PM,5 Oct 2019,Adware.Agent.TVO,United States,,INFECTION
1:04:54 PM,5 Oct 2019,,Hungary,,SPAM
1:30:33 PM,5 Oct 2019,,Italy,,SPAM
1:16:25 PM,5 Oct 2019,VB:Trojan.Valyria.2419,United Kingdom,,INFECTION
1:50:15 PM,5 Oct 2019,,Netherlands,,SPAM
1:37:40 PM,5 Oct 2019,,United States,,SPAM
1:50:33 PM,5 Oct 2019,,France,,SPAM
1:46:36 PM,5 Oct 2019,Gen:Variant.MSILPerseus.31023,United States,,INFECTION
1:38:00 PM,5 Oct 2019,,Italy,,SPAM
1:18:16 PM,5 Oct 2019,,United States,,SPAM
1:23:35 PM,5 Oct 2019,,India,,SPAM
1:30:38 PM,5 Oct 2019,Trojan.Lnk.Runner.A,Peru,,INFECTION
1:51:30 PM,5 Oct 2019,Trojan.GenericKD.30640119,United States,,INFECTION
1:32:05 PM,5 Oct 2019,Trojan.GenericKD.31995564,United Kingdom,,INFECTION
1:07:20 PM,5 Oct 2019,Trojan.Crypt.HO,Colombia,,INFECTION
1:10:53 PM,5 Oct 2019,Trojan.Agent.BAZL,United Kingdom,,INFECTION
1:53:46 PM,5 Oct 2019,Trojan.GenericKD.40469583,United States,,INFECTION
1:24:46 PM,5 Oct 2019,Gen:Variant.Razy.564172,United States,,INFECTION
1:44:24 PM,5 Oct 2019,,Japan,,SPAM
1:30:52 PM,5 Oct 2019,JS.Nemucod.7.Gen,United States,,INFECTION
1:50:02 PM,5 Oct 2019,Trojan.LNK.Gen,Colombia,,INFECTION
1:01:21 PM,5 Oct 2019,,India,,SPAM
1:24:12 PM,5 Oct 2019,,United States,,SPAM
1:54:22 PM,5 Oct 2019,Application.Miner.FV,United States,,INFECTION
1:21:23 PM,5 Oct 2019,Adware.Linkury.P,United States,,INFECTION
1:36:48 PM,5 Oct 2019,,France,Germany,ATTACK
1:47:40 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,India,,INFECTION
12:48:32 PM,5 Oct 2019,,Australia,,SPAM
1:08:04 PM,5 Oct 2019,,United States,United Kingdom,ATTACK
1:17:55 PM,5 Oct 2019,,India,,SPAM
1:03:09 PM,5 Oct 2019,Gen:Variant.Ulise.38868,United States,,INFECTION
1:33:42 PM,5 Oct 2019,Trojan.Dropper.UDL,Madagascar,,INFECTION
1:13:40 PM,5 Oct 2019,Trojan.Script.645496,United States,,INFECTION
1:47:46 PM,5 Oct 2019,,Sweden,,SPAM
1:23:33 PM,5 Oct 2019,Worm.Generic.237277,Mexico,,INFECTION
12:37:09 PM,5 Oct 2019,,France,,SPAM
1:27:18 PM,5 Oct 2019,,India,,SPAM
1:21:02 PM,5 Oct 2019,,Ireland,Finland,ATTACK
1:33:23 PM,5 Oct 2019,,Sweden,,SPAM
1:05:32 PM,5 Oct 2019,,United Arab Emirates,,SPAM
1:36:58 PM,5 Oct 2019,,France,,SPAM
12:45:05 PM,5 Oct 2019,,Japan,,SPAM
1:16:38 PM,5 Oct 2019,,France,Finland,ATTACK
2:01:42 PM,5 Oct 2019,Trojan.AgentWDCR.HWR,United Kingdom,,INFECTION
12:48:25 PM,5 Oct 2019,,India,,SPAM
1:07:18 PM,5 Oct 2019,,United States,,SPAM
1:28:59 PM,5 Oct 2019,Gen:Variant.Jatif.521,United States,,INFECTION
1:56:53 PM,5 Oct 2019,Trojan.GenericKDZ.58198,Canada,,INFECTION
1:20:48 PM,5 Oct 2019,Gen:Variant.Razy.558977,Colombia,,INFECTION
1:04:19 PM,5 Oct 2019,,Ireland,Russia,ATTACK
1:19:08 PM,5 Oct 2019,,United States,,SPAM
12:45:14 PM,5 Oct 2019,,Netherlands,,SPAM
1:33:06 PM,5 Oct 2019,Gen:Variant.Ulise.38868,United States,,INFECTION
1:50:56 PM,5 Oct 2019,Gen:Variant.Razy.558977,Brazil,,INFECTION
1:09:07 PM,5 Oct 2019,,India,,SPAM
1:47:36 PM,5 Oct 2019,Win32.Worm.DownadupJob.A,Brazil,,INFECTION
1:24:16 PM,5 Oct 2019,,Greece,,SPAM
1:44:17 PM,5 Oct 2019,,India,,SPAM
12:41:11 PM,5 Oct 2019,Exploit.CVE-2007-0071.Gen,Iran,,INFECTION
1:20:40 PM,5 Oct 2019,,Germany,,SPAM
1:12:37 PM,5 Oct 2019,Gen:Variant.Adware.BrowseFox.83,Trinidad and Tobago,,INFECTION
12:42:13 PM,5 Oct 2019,,India,,SPAM
1:27:46 PM,5 Oct 2019,,Ireland,United States,ATTACK
1:56:28 PM,5 Oct 2019,,Brazil,,SPAM
12:41:42 PM,5 Oct 2019,,British Virgin Islands,,SPAM
1:32:30 PM,5 Oct 2019,,Italy,,SPAM
1:44:57 PM,5 Oct 2019,,United States,,SPAM
1:44:52 PM,5 Oct 2019,,United Kingdom,,SPAM
1:35:43 PM,5 Oct 2019,,United States,,SPAM
1:54:58 PM,5 Oct 2019,,India,,SPAM
1:50:56 PM,5 Oct 2019,,Spain,,SPAM
1:15:01 PM,5 Oct 2019,,India,,SPAM
1:49:39 PM,5 Oct 2019,VB:Trojan.Emeka.Agent.712,United Kingdom,,INFECTION
1:30:32 PM,5 Oct 2019,,United States,,SPAM
1:22:12 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:09:47 PM,5 Oct 2019,,United States,,SPAM
12:35:48 PM,5 Oct 2019,,India,,SPAM
1:36:26 PM,5 Oct 2019,Trojan.GenericKDZ.37577,Dominican Republic,,INFECTION
1:11:57 PM,5 Oct 2019,Application.Hacktool.KMSActivator.AI,Brazil,,INFECTION
1:17:57 PM,5 Oct 2019,,United States,,SPAM
1:36:36 PM,5 Oct 2019,,France,,SPAM
1:16:55 PM,5 Oct 2019,,China,,SPAM
1:02:45 PM,5 Oct 2019,,United States,,SPAM
12:41:16 PM,5 Oct 2019,,United States,,SPAM
2:02:24 PM,5 Oct 2019,Adware.DealPly.1.Gen,Portugal,,INFECTION
1:07:34 PM,5 Oct 2019,,United States,,SPAM
1:49:53 PM,5 Oct 2019,Trojan.Doc.Agent.OE,United States,,INFECTION
1:10:08 PM,5 Oct 2019,,Czechia,,SPAM
1:54:34 PM,5 Oct 2019,,United States,,SPAM
1:39:12 PM,5 Oct 2019,Trojan.VBS.Downloader.MT,United States,,INFECTION
1:16:01 PM,5 Oct 2019,,Taiwan,,SPAM
12:47:29 PM,5 Oct 2019,Gen:Variant.Johnnie.130213,Brazil,,INFECTION
1:36:00 PM,5 Oct 2019,,Uganda,,SPAM
1:15:14 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:21:15 PM,5 Oct 2019,,United States,Finland,ATTACK
1:05:11 PM,5 Oct 2019,Gen:Trojan.Heur2.LPTMGW@bKnqW8nab,United States,,INFECTION
12:40:45 PM,5 Oct 2019,Gen:Variant.Graftor.430741,United States,,INFECTION
12:33:31 PM,5 Oct 2019,,Ukraine,Canada,ATTACK
1:18:26 PM,5 Oct 2019,Java.Trojan.GenericGB.12,Brazil,,INFECTION
1:55:58 PM,5 Oct 2019,,United Kingdom,,SPAM
12:44:10 PM,5 Oct 2019,Gen:Adware.Heur.hy8@RWANwMoi,South Africa,,INFECTION
1:06:11 PM,5 Oct 2019,Application.Miner.AF,Ecuador,,INFECTION
12:37:25 PM,5 Oct 2019,,United States,United Kingdom,ATTACK
1:39:22 PM,5 Oct 2019,,Japan,,SPAM
1:46:51 PM,5 Oct 2019,,Denmark,,SPAM
1:35:45 PM,5 Oct 2019,,Turkey,,SPAM
